farm_id,state,district,village,crop,crop_variety,sowing_date,harvesting_date,season,land_area_acres,soil_type,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_used,irrigation_method,rainfall_mm,avg_temperature_c,humidity_percent,pest_attack,disease_name,pesticide_used,expected_yield_tonnes,actual_yield_tonnes,water_consumption_litres,production_cost_inr,market_price_inr,profit_loss_inr,crop_health_score,sustainability_score
FARM00588,Tamil Nadu,Coimbatore,Village_93,Sugarcane,Co86032,2021-08-01,2021-12-23,Zaid,19.71,Loamy,5.7,135,173,78,DAP,Sprinkler,148.0,18.8,85,Yes,Leaf Blight,Imidacloprid,89.75,71.8,761173.7,521257.21,147796.74,-373460.47,57,75
FARM00589,Tamil Nadu,Coimbatore,Village_64,Soybean,JS335,2021-12-28,2022-04-14,Kharif,17.23,Red,8.1,124,162,150,Urea,Flood,38.1,31.4,62,No,None,Neem Oil,70.24,73.41,581142.1,480031.57,135379.96,-344651.61,67,65
FARM00590,Rajasthan,Jaipur,Village_112,Cotton,Bt,2023-01-23,2023-04-23,Zaid,20.56,Laterite,5.6,138,50,103,DAP,Rain-fed,78.5,25.9,75,No,None,Neem Oil,85.62,92.89,343729.2,472945.71,361265.26,-111680.45,88,76
FARM00591,Assam,Jorhat,Village_436,Wheat,PBW725,2023-10-07,2024-04-03,Kharif,3.06,Clay,6.1,62,142,112,Vermicompost,Drip,99.4,23.9,77,No,None,Neem Oil,15.0,14.8,139102.4,96284.68,35744.49,-60540.19,65,84
FARM00592,Assam,Jorhat,Village_220,Sugarcane,Co86032,2020-02-15,2020-07-25,Kharif,23.47,Alluvial,7.8,106,177,174,DAP,Sprinkler,62.6,27.8,66,Yes,Leaf Blight,Imidacloprid,94.58,75.66,786116.6,287207.0,201575.91,-85631.09,53,67
FARM00593,Assam,Jorhat,Village_353,Potato,Kufri Jyoti,2023-02-24,2023-06-29,Rabi,7.37,Loamy,6.4,73,53,121,NPK,Sprinkler,45.8,23.9,57,No,None,Neem Oil,22.03,23.2,446978.9,161077.73,79355.52,-81722.21,77,84
FARM00594,Maharashtra,Nashik,Village_450,Cotton,Bt,2022-01-03,2022-06-05,Zaid,21.13,Alluvial,7.9,116,89,117,DAP,Drip,79.1,18.8,61,Yes,Leaf Blight,Chlorpyrifos,78.01,62.41,1102863.6,422861.92,131585.02,-291276.9,41,91
FARM00595,Rajasthan,Kota,Village_158,Millet,Bajra,2022-07-24,2022-12-24,Zaid,18.1,Clay,6.3,45,89,129,Urea,Drip,58.1,19.4,65,No,None,Neem Oil,61.65,67.14,849796.6,615723.36,167375.83,-448347.53,93,69
FARM00596,West Bengal,Siliguri,Village_38,Wheat,HD2967,2022-01-30,2022-07-24,Kharif,6.92,Alluvial,8.0,119,133,43,Vermicompost,Canal,87.1,26.4,66,No,None,Neem Oil,23.27,22.7,225974.2,121096.38,93653.62,-27442.76,73,46
FARM00597,Maharashtra,Nashik,Village_142,Sugarcane,Co0238,2020-08-18,2020-12-01,Kharif,22.5,Alluvial,5.6,119,90,83,Urea,Rain-fed,44.9,32.5,62,Yes,Leaf Blight,Chlorpyrifos,84.61,67.69,1358772.2,692992.46,257998.84,-434993.62,49,92
FARM00598,Maharashtra,Nashik,Village_391,Potato,Kufri Pukhraj,2020-06-10,2020-11-28,Rabi,16.98,Laterite,6.1,83,90,118,NPK,Flood,27.1,34.9,49,No,None,Neem Oil,48.32,47.48,1067335.7,307685.62,149264.33,-158421.29,80,90
FARM00599,Uttar Pradesh,Meerut,Village_74,Maize,DHM117,2023-12-19,2024-04-16,Zaid,12.6,Laterite,5.8,62,92,164,Urea,Drip,125.1,32.1,83,Yes,Leaf Blight,Chlorpyrifos,51.6,41.28,237388.1,170235.21,142948.72,-27286.49,60,79
FARM00600,Uttar Pradesh,Lucknow,Village_489,Sugarcane,Co0238,2020-05-05,2020-10-08,Rabi,10.55,Clay,7.9,94,80,162,Vermicompost,Flood,40.5,32.7,63,No,None,Neem Oil,37.24,38.44,178832.5,278743.86,115387.62,-163356.24,84,46
FARM00601,Rajasthan,Jaipur,Village_287,Soybean,NRC37,2021-10-22,2022-01-30,Rabi,14.57,Black,8.0,156,174,126,Urea,Sprinkler,18.7,17.5,62,Yes,Leaf Blight,Imidacloprid,38.81,31.05,903727.2,282752.87,57684.52,-225068.35,30,78
FARM00602,Assam,Jorhat,Village_471,Millet,Bajra,2020-10-26,2021-04-01,Zaid,22.26,Loamy,6.3,61,154,71,DAP,Flood,79.3,16.2,75,No,None,Neem Oil,94.84,99.16,1603569.1,303560.63,304017.27,456.64,65,56
FARM00603,Maharashtra,Nashik,Village_317,Maize,DHM117,2020-08-17,2020-11-16,Rabi,10.23,Laterite,7.6,73,133,55,NPK,Flood,39.9,21.0,54,Yes,Leaf Blight,Chlorpyrifos,32.46,25.97,713810.6,292556.08,85725.45,-206830.63,37,70
FARM00604,Tamil Nadu,Madurai,Village_118,Wheat,PBW725,2021-07-04,2021-11-21,Rabi,2.8,Alluvial,7.1,127,89,40,Urea,Sprinkler,30.7,28.3,49,No,None,Neem Oil,10.67,11.58,59409.0,50177.76,35692.27,-14485.49,95,48
FARM00605,Maharashtra,Pune,Village_10,Millet,Ragi,2022-10-26,2023-02-05,Zaid,18.5,Laterite,7.5,159,143,163,Vermicompost,Drip,93.7,25.9,70,Yes,Leaf Blight,Chlorpyrifos,86.91,69.53,1001028.9,572961.52,211220.21,-361741.31,26,92
FARM00606,Karnataka,Mysuru,Village_481,Wheat,HD2967,2020-04-16,2020-07-17,Rabi,19.35,Red,8.0,167,72,55,NPK,Drip,77.4,22.2,65,No,None,Neem Oil,71.75,72.87,691345.8,403219.51,291021.26,-112198.25,72,94
FARM00607,Rajasthan,Kota,Village_52,Millet,Bajra,2020-12-02,2021-05-07,Rabi,3.6,Alluvial,6.5,52,179,104,DAP,Rain-fed,22.6,31.6,61,No,None,Neem Oil,10.47,10.32,266487.7,72816.9,31923.95,-40892.95,98,60
FARM00608,Punjab,Amritsar,Village_137,Rice,Basmati,2021-10-15,2022-04-12,Zaid,8.32,Laterite,8.0,63,106,144,Urea,Sprinkler,92.0,26.2,69,No,None,Neem Oil,38.87,42.19,370915.1,142198.07,121655.42,-20542.65,79,48
FARM00609,Rajasthan,Jaipur,Village_299,Potato,Kufri Pukhraj,2021-05-11,2021-10-11,Zaid,14.45,Red,7.2,169,69,78,Organic Compost,Drip,131.2,26.5,75,No,None,Neem Oil,61.62,65.24,1112669.0,268711.52,130850.3,-137861.22,93,92
FARM00610,Rajasthan,Kota,Village_278,Wheat,HD2967,2022-09-25,2023-01-29,Kharif,18.57,Laterite,7.7,61,130,121,Urea,Flood,81.4,34.6,67,No,None,Neem Oil,66.4,70.27,1294007.3,437933.66,130703.84,-307229.82,55,71
FARM00611,West Bengal,Siliguri,Village_329,Cotton,Suraj,2021-08-17,2021-12-16,Rabi,3.33,Alluvial,6.1,64,152,113,DAP,Sprinkler,48.4,28.2,61,No,None,Neem Oil,9.9,10.31,181653.0,87817.43,39779.37,-48038.06,82,55
FARM00612,Rajasthan,Jaipur,Village_109,Millet,Ragi,2023-08-02,2023-12-16,Zaid,15.3,Red,6.8,133,108,152,Organic Compost,Flood,8.8,19.6,44,Yes,Leaf Blight,Imidacloprid,48.01,38.41,1039364.7,531721.99,140125.68,-391596.31,46,86
FARM00613,Assam,Jorhat,Village_369,Millet,Bajra,2022-01-11,2022-04-15,Kharif,3.51,Clay,7.6,111,155,59,NPK,Drip,40.9,28.4,67,No,None,Neem Oil,14.42,15.14,63227.9,84369.31,37121.96,-47247.35,62,74
FARM00614,Karnataka,Belagavi,Village_418,Soybean,JS335,2022-02-21,2022-08-05,Rabi,1.41,Clay,7.9,124,116,165,NPK,Drip,90.3,15.5,74,No,None,Neem Oil,6.31,6.16,105830.2,17476.92,19803.47,2326.55,72,88
FARM00615,Uttar Pradesh,Meerut,Village_46,Millet,Ragi,2022-09-28,2023-02-20,Zaid,7.53,Loamy,7.9,146,152,142,Urea,Flood,92.4,28.4,78,No,None,Neem Oil,28.81,31.54,223110.0,126037.4,85011.62,-41025.78,59,81
FARM00616,Karnataka,Mysuru,Village_183,Millet,Bajra,2022-03-27,2022-07-05,Rabi,19.99,Alluvial,7.3,97,179,71,Organic Compost,Flood,37.0,21.4,64,Yes,Leaf Blight,Imidacloprid,73.62,58.9,811660.0,240348.93,120437.71,-119911.22,22,51
FARM00617,West Bengal,Kolkata,Village_355,Wheat,PBW725,2021-11-29,2022-04-27,Rabi,18.63,Alluvial,5.8,53,113,133,DAP,Canal,123.6,34.8,88,No,None,Neem Oil,88.04,94.82,318702.9,553488.64,299631.3,-253857.34,96,80
FARM00618,Uttar Pradesh,Lucknow,Village_287,Millet,Ragi,2022-03-20,2022-08-04,Zaid,8.1,Alluvial,6.9,101,144,44,Urea,Flood,64.3,30.8,71,Yes,Leaf Blight,Chlorpyrifos,27.62,22.1,501848.1,152803.09,91348.07,-61455.02,40,70
FARM00619,Karnataka,Belagavi,Village_279,Cotton,Bt,2021-08-28,2022-02-06,Kharif,17.72,Laterite,7.9,89,63,156,NPK,Canal,15.7,30.6,47,No,None,Neem Oil,54.98,58.97,329008.4,550409.91,200214.82,-350195.09,80,77
FARM00620,Rajasthan,Jaipur,Village_357,Millet,Ragi,2021-05-31,2021-11-25,Kharif,13.27,Black,8.2,162,98,48,Organic Compost,Sprinkler,58.5,32.4,61,No,None,Neem Oil,43.54,43.75,685936.7,334640.88,180082.63,-154558.25,84,45
FARM00621,Karnataka,Mysuru,Village_53,Soybean,NRC37,2023-10-05,2024-01-03,Kharif,23.11,Red,7.2,120,56,58,DAP,Flood,89.7,31.4,69,Yes,Leaf Blight,Imidacloprid,88.31,70.65,1745275.4,533674.54,128990.41,-404684.13,57,82
FARM00622,Karnataka,Belagavi,Village_184,Wheat,HD2967,2024-01-23,2024-05-21,Kharif,24.69,Laterite,7.7,89,159,72,Vermicompost,Sprinkler,138.8,34.5,80,No,None,Neem Oil,128.87,141.57,1180964.7,582082.66,261748.0,-320334.66,76,95
FARM00623,Uttar Pradesh,Lucknow,Village_93,Maize,HQPM1,2022-09-23,2023-02-02,Rabi,8.36,Alluvial,6.5,148,175,171,DAP,Canal,147.9,30.5,84,Yes,Leaf Blight,Imidacloprid,41.68,33.34,654935.4,139161.69,114795.6,-24366.09,38,52
FARM00624,Maharashtra,Nashik,Village_45,Soybean,NRC37,2023-10-17,2024-02-22,Kharif,16.07,Alluvial,7.6,125,166,178,NPK,Flood,38.1,26.0,66,Yes,Leaf Blight,Imidacloprid,59.97,47.98,720968.3,500299.11,86500.22,-413798.89,66,88
FARM00625,Maharashtra,Nashik,Village_326,Millet,Ragi,2021-06-08,2021-11-30,Zaid,23.94,Loamy,8.2,49,146,113,DAP,Rain-fed,77.7,26.0,75,No,None,Neem Oil,79.3,84.94,1563319.6,836737.39,266209.25,-570528.14,83,48
FARM00626,Tamil Nadu,Madurai,Village_93,Wheat,HD2967,2023-03-20,2023-06-29,Kharif,20.91,Laterite,7.0,119,139,130,DAP,Flood,82.4,27.2,74,Yes,Leaf Blight,Chlorpyrifos,87.81,70.25,613852.8,443081.99,165044.21,-278037.78,27,89
FARM00627,Assam,Jorhat,Village_15,Rice,IR64,2021-04-04,2021-09-15,Zaid,10.43,Laterite,6.1,156,106,91,Organic Compost,Flood,47.4,35.5,54,No,None,Neem Oil,43.22,45.57,769749.8,194903.08,88277.63,-106625.45,97,55
FARM00628,Rajasthan,Kota,Village_263,Potato,Kufri Pukhraj,2023-07-03,2023-12-09,Zaid,2.58,Loamy,8.2,63,107,105,Urea,Flood,45.5,25.0,55,Yes,Leaf Blight,Chlorpyrifos,7.73,6.18,206042.5,80856.66,14630.87,-66225.79,33,88
FARM00629,Maharashtra,Pune,Village_137,Sugarcane,Co0238,2023-03-29,2023-07-21,Kharif,17.23,Loamy,7.8,130,92,154,Organic Compost,Drip,88.2,21.8,78,No,None,Neem Oil,73.17,78.22,921578.7,347484.61,267766.52,-79718.09,84,49
FARM00630,Tamil Nadu,Madurai,Village_129,Rice,IR64,2021-01-28,2021-06-22,Zaid,3.14,Clay,6.4,117,45,79,NPK,Sprinkler,81.9,28.7,68,Yes,Leaf Blight,Imidacloprid,11.54,9.23,212737.3,70336.49,38103.73,-32232.76,70,75
FARM00631,Punjab,Ludhiana,Village_122,Rice,IR64,2020-07-07,2020-11-20,Zaid,18.66,Laterite,6.8,106,100,161,Vermicompost,Drip,67.9,13.5,60,No,None,Neem Oil,80.39,78.81,766623.6,229665.75,271973.4,42307.65,57,93
FARM00632,West Bengal,Siliguri,Village_478,Millet,Bajra,2020-11-12,2021-02-26,Kharif,11.59,Loamy,5.7,74,44,41,Organic Compost,Canal,23.6,20.6,56,No,None,Neem Oil,32.72,34.15,626527.1,293214.62,91355.89,-201858.73,75,88
FARM00633,Karnataka,Mysuru,Village_282,Maize,DHM117,2024-02-19,2024-08-04,Kharif,16.79,Black,7.9,136,121,93,Vermicompost,Flood,67.3,18.7,61,No,None,Neem Oil,73.3,75.16,539004.7,438420.43,206447.62,-231972.81,79,68
FARM00634,Rajasthan,Kota,Village_6,Rice,IR64,2022-03-31,2022-09-24,Kharif,11.38,Alluvial,7.9,111,88,77,Vermicompost,Drip,48.0,35.5,60,No,None,Neem Oil,45.89,47.5,330098.5,384858.73,141377.47,-243481.26,81,95
FARM00635,Tamil Nadu,Madurai,Village_436,Potato,Kufri Pukhraj,2021-12-16,2022-06-09,Rabi,5.62,Alluvial,7.7,90,143,108,DAP,Flood,84.3,28.2,71,No,None,Neem Oil,24.18,23.94,243905.0,174211.03,56801.08,-117409.95,85,54
FARM00636,Punjab,Ludhiana,Village_385,Maize,DHM117,2020-12-09,2021-05-15,Kharif,22.36,Black,6.5,96,147,159,Vermicompost,Flood,70.0,32.1,59,No,None,Neem Oil,91.37,93.57,1501207.5,640138.59,370488.05,-269650.54,69,53
FARM00637,West Bengal,Kolkata,Village_428,Wheat,PBW725,2020-11-01,2021-02-04,Rabi,24.73,Clay,7.9,55,172,173,Urea,Rain-fed,40.8,21.6,67,No,None,Neem Oil,67.07,64.54,1434583.4,663088.13,149493.51,-513594.62,65,90
FARM00638,Karnataka,Mysuru,Village_386,Rice,IR64,2023-06-14,2023-11-23,Rabi,10.41,Red,6.3,41,128,123,Urea,Canal,102.2,28.4,78,No,None,Neem Oil,49.37,48.38,351985.4,334264.41,185771.37,-148493.04,61,86
FARM00639,Karnataka,Mysuru,Village_491,Maize,HQPM1,2021-02-02,2021-06-27,Zaid,19.2,Laterite,6.2,63,177,170,Urea,Rain-fed,56.7,25.6,62,No,None,Neem Oil,71.22,76.49,590114.6,488866.12,246433.67,-242432.45,72,67
FARM00640,Punjab,Amritsar,Village_422,Wheat,HD2967,2022-04-18,2022-09-06,Rabi,18.53,Laterite,7.4,66,86,80,Urea,Sprinkler,62.3,26.6,72,No,None,Neem Oil,82.03,81.52,1092351.1,466419.34,222955.51,-243463.83,77,71
FARM00641,Rajasthan,Jaipur,Village_395,Rice,Basmati,2021-05-02,2021-08-27,Kharif,3.75,Red,6.6,66,111,127,Vermicompost,Canal,49.1,23.8,70,No,None,Neem Oil,11.84,12.28,107491.3,90969.34,26391.69,-64577.65,91,62
FARM00642,Punjab,Ludhiana,Village_443,Wheat,PBW725,2020-02-22,2020-06-13,Rabi,9.94,Clay,5.9,49,48,91,DAP,Rain-fed,28.3,27.2,61,Yes,Leaf Blight,Imidacloprid,37.32,29.86,255850.5,182314.48,103860.52,-78453.96,45,87
FARM00643,Maharashtra,Nashik,Village_484,Wheat,PBW725,2020-10-25,2021-03-30,Zaid,2.58,Black,6.8,102,72,123,Vermicompost,Flood,97.3,23.0,74,No,None,Neem Oil,11.59,11.74,112576.5,50541.95,26751.83,-23790.12,97,84
FARM00644,Karnataka,Belagavi,Village_336,Potato,Kufri Jyoti,2023-02-13,2023-07-10,Kharif,14.27,Alluvial,7.4,70,137,42,DAP,Canal,59.1,26.4,65,No,None,Neem Oil,50.97,54.04,390970.8,219263.9,98506.04,-120757.86,97,77
FARM00645,Punjab,Ludhiana,Village_217,Millet,Bajra,2020-03-16,2020-07-29,Rabi,20.06,Alluvial,5.9,129,144,50,Urea,Drip,97.9,24.4,68,No,None,Neem Oil,71.1,77.65,347800.8,685255.56,209305.7,-475949.86,55,60
FARM00646,West Bengal,Siliguri,Village_393,Soybean,NRC37,2020-02-22,2020-08-04,Rabi,4.17,Black,6.3,108,52,104,NPK,Canal,35.3,26.6,66,No,None,Neem Oil,11.24,11.81,144640.6,50791.92,33100.37,-17691.55,71,58
FARM00647,Tamil Nadu,Coimbatore,Village_395,Potato,Kufri Jyoti,2020-09-22,2020-12-31,Rabi,24.05,Red,5.9,141,71,155,DAP,Sprinkler,21.4,37.2,54,Yes,Leaf Blight,Imidacloprid,87.43,69.94,1340484.8,632721.37,264216.85,-368504.52,31,56
FARM00648,Rajasthan,Kota,Village_479,Maize,DHM117,2023-06-07,2023-09-10,Rabi,5.67,Clay,6.9,92,75,42,Urea,Sprinkler,89.5,26.2,78,No,None,Neem Oil,25.34,25.75,327928.1,188502.99,106386.19,-82116.8,66,53
FARM00649,Karnataka,Mysuru,Village_467,Wheat,HD2967,2021-03-12,2021-08-25,Zaid,9.62,Alluvial,6.8,119,74,172,NPK,Rain-fed,94.0,33.5,80,No,None,Neem Oil,44.59,44.72,382782.0,160504.29,81701.61,-78802.68,98,46
FARM00650,Punjab,Ludhiana,Village_127,Rice,IR64,2023-01-04,2023-06-20,Kharif,14.48,Red,8.1,105,180,174,DAP,Sprinkler,83.0,30.2,72,Yes,Leaf Blight,Imidacloprid,60.42,48.34,440138.0,324942.64,178499.8,-146442.84,38,58
FARM00651,Rajasthan,Jaipur,Village_250,Millet,Ragi,2020-09-18,2021-03-15,Rabi,11.34,Laterite,5.7,105,138,61,Organic Compost,Drip,115.6,26.6,79,No,None,Neem Oil,50.0,53.85,535030.2,151143.31,110305.82,-40837.49,82,81
FARM00652,West Bengal,Kolkata,Village_274,Wheat,PBW725,2023-04-02,2023-07-01,Rabi,20.85,Loamy,6.8,91,128,156,Vermicompost,Drip,87.8,31.6,66,No,None,Neem Oil,74.38,77.04,637499.2,502812.88,315929.61,-186883.27,62,85
FARM00653,Tamil Nadu,Madurai,Village_358,Sugarcane,Co0238,2023-05-26,2023-10-21,Rabi,6.25,Loamy,7.2,132,72,65,DAP,Sprinkler,46.3,24.2,69,No,None,Neem Oil,25.47,24.72,222671.9,173075.04,82198.26,-90876.78,85,78
FARM00654,Assam,Jorhat,Village_283,Potato,Kufri Jyoti,2021-01-21,2021-07-03,Rabi,4.77,Loamy,7.6,109,170,109,Organic Compost,Flood,51.1,32.5,70,No,None,Neem Oil,14.53,14.51,368873.3,138354.9,58316.83,-80038.07,81,65
FARM00655,Assam,Guwahati,Village_499,Sugarcane,Co0238,2022-06-14,2022-12-05,Kharif,10.98,Loamy,6.7,66,90,103,Vermicompost,Flood,108.5,37.9,72,No,None,Neem Oil,42.62,41.34,743957.0,212380.81,83985.33,-128395.48,69,67
FARM00656,Maharashtra,Pune,Village_394,Cotton,Suraj,2024-04-29,2024-09-19,Rabi,3.95,Black,7.1,82,63,70,NPK,Rain-fed,60.3,28.2,66,Yes,Leaf Blight,Imidacloprid,15.21,12.17,77781.1,109609.24,26417.18,-83192.06,43,45
FARM00657,Tamil Nadu,Madurai,Village_231,Potato,Kufri Pukhraj,2023-04-06,2023-08-17,Rabi,11.26,Alluvial,7.4,54,103,172,DAP,Drip,115.2,25.2,80,No,None,Neem Oil,51.76,55.02,691470.4,350254.73,121334.11,-228920.62,62,71
FARM00658,Rajasthan,Jaipur,Village_209,Rice,IR64,2020-05-18,2020-09-30,Rabi,18.53,Loamy,6.2,167,58,106,Vermicompost,Sprinkler,66.7,28.4,62,No,None,Neem Oil,62.8,60.34,759564.6,325360.44,125195.17,-200165.27,76,53
FARM00659,Maharashtra,Pune,Village_353,Cotton,Bt,2020-12-17,2021-06-12,Rabi,7.0,Alluvial,7.0,138,128,55,NPK,Canal,49.1,21.5,67,No,None,Neem Oil,26.04,25.82,142681.5,130138.31,85804.11,-44334.2,70,55
FARM00660,Rajasthan,Jaipur,Village_66,Rice,Basmati,2023-03-19,2023-07-23,Zaid,12.27,Laterite,5.5,158,130,43,NPK,Drip,63.9,20.2,71,No,None,Neem Oil,39.4,41.85,655675.5,236218.32,134802.95,-101415.37,91,93
FARM00661,Karnataka,Belagavi,Village_204,Maize,HQPM1,2023-04-28,2023-09-01,Kharif,6.53,Black,6.7,144,142,57,Urea,Canal,92.7,26.3,69,No,None,Neem Oil,23.18,22.74,132099.7,84527.17,49465.62,-35061.55,98,45
FARM00662,Tamil Nadu,Madurai,Village_265,Rice,Basmati,2020-10-12,2021-02-16,Rabi,6.92,Loamy,7.9,115,143,95,Organic Compost,Drip,36.0,26.9,58,No,None,Neem Oil,20.9,22.31,322289.2,222802.12,92936.65,-129865.47,60,89
FARM00663,Punjab,Amritsar,Village_54,Cotton,Bt,2021-09-18,2021-12-22,Rabi,23.95,Laterite,7.6,141,141,112,Urea,Rain-fed,22.5,20.3,50,No,None,Neem Oil,73.46,75.37,935225.1,739222.03,242878.02,-496344.01,96,85
FARM00664,Karnataka,Belagavi,Village_489,Wheat,PBW725,2022-03-19,2022-09-13,Rabi,7.82,Black,7.2,167,94,159,Organic Compost,Drip,45.6,21.0,64,Yes,Leaf Blight,Chlorpyrifos,31.72,25.38,497663.9,209488.87,55287.64,-154201.23,29,90
FARM00665,Rajasthan,Jaipur,Village_324,Cotton,Bt,2023-11-27,2024-05-19,Rabi,13.63,Loamy,8.2,52,103,113,Urea,Canal,65.4,25.4,58,Yes,Leaf Blight,Chlorpyrifos,55.41,44.33,709677.0,170422.8,113196.48,-57226.32,64,57
FARM00666,Karnataka,Mysuru,Village_213,Rice,Basmati,2022-09-14,2023-01-19,Rabi,24.27,Red,7.9,118,156,165,Urea,Rain-fed,67.3,27.6,73,Yes,Leaf Blight,Imidacloprid,89.46,71.57,993147.8,695635.51,129165.0,-566470.51,69,59
FARM00667,Uttar Pradesh,Lucknow,Village_155,Potato,Kufri Pukhraj,2020-06-27,2020-10-11,Kharif,24.4,Black,7.8,95,145,178,Vermicompost,Canal,90.1,26.8,72,Yes,Leaf Blight,Chlorpyrifos,103.13,82.5,1160933.2,617526.22,229113.87,-388412.35,30,95
FARM00668,Punjab,Ludhiana,Village_246,Soybean,NRC37,2022-09-27,2023-01-16,Rabi,7.39,Loamy,7.7,55,110,146,NPK,Rain-fed,42.1,19.4,55,Yes,Leaf Blight,Chlorpyrifos,26.18,20.94,201381.9,206563.88,63444.77,-143119.11,25,93
FARM00669,Karnataka,Mysuru,Village_206,Rice,IR64,2020-05-18,2020-08-17,Rabi,15.04,Clay,6.7,179,114,124,NPK,Canal,82.3,25.5,66,Yes,Leaf Blight,Chlorpyrifos,56.05,44.84,888153.9,308570.12,119655.31,-188914.81,44,84
FARM00670,West Bengal,Kolkata,Village_317,Maize,HQPM1,2020-04-01,2020-09-02,Zaid,3.71,Red,7.0,44,157,68,NPK,Canal,78.7,31.1,68,No,None,Neem Oil,13.09,13.55,102311.0,88384.37,44892.56,-43491.81,60,72
FARM00671,Punjab,Amritsar,Village_299,Millet,Ragi,2023-05-24,2023-09-15,Zaid,12.15,Red,6.0,176,58,171,NPK,Drip,93.5,29.9,77,No,None,Neem Oil,42.68,40.66,264749.5,387372.44,155225.1,-232147.34,84,95
FARM00672,Uttar Pradesh,Lucknow,Village_95,Soybean,JS335,2021-06-07,2021-09-17,Rabi,23.27,Laterite,7.6,126,97,126,Vermicompost,Drip,94.6,24.6,73,No,None,Neem Oil,91.71,87.57,1097966.8,747332.41,330199.23,-417133.18,72,52
FARM00673,Assam,Jorhat,Village_61,Wheat,PBW725,2022-08-26,2023-01-04,Kharif,3.49,Loamy,8.1,82,141,43,Vermicompost,Rain-fed,39.7,34.4,63,No,None,Neem Oil,10.21,11.11,216132.6,100308.32,35473.87,-64834.45,57,51
FARM00674,Uttar Pradesh,Meerut,Village_133,Sugarcane,Co86032,2023-10-29,2024-02-29,Kharif,6.91,Black,5.7,105,141,138,DAP,Sprinkler,66.7,32.0,65,Yes,Leaf Blight,Chlorpyrifos,25.72,20.58,201224.4,174346.14,52145.66,-122200.48,41,68
FARM00675,Uttar Pradesh,Lucknow,Village_84,Maize,DHM117,2020-06-03,2020-11-27,Kharif,4.38,Clay,7.3,146,146,163,NPK,Flood,118.0,22.2,71,No,None,Neem Oil,20.57,19.83,96042.5,83023.0,60200.21,-22822.79,83,56
FARM00676,Punjab,Amritsar,Village_107,Sugarcane,Co0238,2021-06-25,2021-11-16,Zaid,8.63,Loamy,6.5,102,97,161,Urea,Sprinkler,59.3,21.0,64,No,None,Neem Oil,27.44,28.93,209517.4,139457.7,105395.35,-34062.35,59,54
FARM00677,Punjab,Ludhiana,Village_432,Millet,Ragi,2023-01-25,2023-06-06,Zaid,11.35,Alluvial,6.9,121,68,80,Organic Compost,Sprinkler,69.3,31.3,67,No,None,Neem Oil,36.16,34.91,663614.3,165742.75,114014.67,-51728.08,95,50
FARM00678,West Bengal,Kolkata,Village_274,Millet,Ragi,2023-12-04,2024-03-31,Zaid,15.33,Alluvial,6.4,47,103,52,Organic Compost,Canal,43.3,30.0,56,No,None,Neem Oil,57.0,56.64,810637.4,288392.8,126408.52,-161984.28,77,91
FARM00679,West Bengal,Kolkata,Village_88,Sugarcane,Co86032,2022-02-05,2022-05-22,Rabi,5.57,Black,5.8,124,98,149,Urea,Rain-fed,104.2,24.6,71,No,None,Neem Oil,20.98,20.69,165323.1,147320.08,78485.11,-68834.97,76,57
FARM00680,Tamil Nadu,Coimbatore,Village_254,Millet,Bajra,2022-09-06,2022-12-12,Kharif,4.09,Alluvial,6.2,142,143,47,Urea,Drip,48.2,34.8,55,No,None,Neem Oil,16.0,16.01,181609.7,134568.68,53088.17,-81480.51,89,74
FARM00681,Uttar Pradesh,Meerut,Village_135,Soybean,NRC37,2020-03-26,2020-08-18,Kharif,15.15,Laterite,5.8,93,160,101,Organic Compost,Sprinkler,61.3,33.0,70,No,None,Neem Oil,58.02,62.01,698801.9,363006.39,139995.03,-223011.36,70,47
FARM00682,Karnataka,Belagavi,Village_169,Maize,DHM117,2023-03-20,2023-08-28,Kharif,20.29,Clay,7.5,64,162,41,NPK,Rain-fed,147.7,25.6,87,Yes,Leaf Blight,Chlorpyrifos,103.11,82.49,387828.5,359581.44,286799.97,-72781.47,44,51
FARM00683,Maharashtra,Pune,Village_332,Potato,Kufri Jyoti,2021-10-12,2022-01-27,Rabi,5.83,Clay,6.3,111,98,162,Urea,Rain-fed,95.1,32.1,76,Yes,Leaf Blight,Chlorpyrifos,22.25,17.8,384367.1,138770.45,66328.07,-72442.38,67,91
FARM00684,Karnataka,Belagavi,Village_376,Millet,Bajra,2023-09-18,2024-03-09,Zaid,9.25,Loamy,7.3,171,56,67,Urea,Flood,67.5,26.1,59,No,None,Neem Oil,40.6,38.8,564062.2,272034.89,126646.77,-145388.12,80,46
FARM00685,Assam,Guwahati,Village_229,Potato,Kufri Jyoti,2020-01-26,2020-06-01,Rabi,3.85,Clay,7.5,47,72,152,NPK,Flood,49.6,28.7,64,No,None,Neem Oil,14.39,13.92,168279.0,104586.14,52530.26,-52055.88,61,64
FARM00686,Assam,Jorhat,Village_28,Maize,HQPM1,2020-04-21,2020-10-12,Zaid,4.64,Black,6.1,102,85,81,NPK,Drip,80.8,30.1,69,No,None,Neem Oil,21.64,23.36,126512.8,73137.47,61736.13,-11401.34,89,68
